관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11740-00032,샛마을공원,근린공원,,서울특별시 강동구 명일1동 288,37.550106,127.147099,11467.0,"농구장, 게이트볼장, 체력단련기구","조합놀이대, 그네, 흔들놀이","화장실, 음수대",,관리사무소,1979-11-07,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00033,화랑공원,어린이공원,,서울특별시 강동구 천호2동 431-2,37.540033,127.123192,220.0,체력단련기구,조합놀이대,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00034,꿈나래공원,어린이공원,서울특별시 강동구 아리수로64길29(고덕동),서울특별시 강동구 고덕1동 536,37.5608275,127.153742,1500.0,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00035,곰돌이공원,어린이공원,,서울특별시 강동구 고덕1동 308,37.556235,127.154997,1983.0,체력단련기구,"조합놀이대, 그네, 시소, 흔들놀이, 모래놀이터",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00036,한우물공원,어린이공원,서울특별시 강동구 아리수로72길60-16(고덕동),서울특별시 강동구 고덕2동 253,37.561635,127.162736,1500.0,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00037,무지개공원,어린이공원,,서울특별시 강동구 고덕2동 219,37.559162,127.164191,1967.5,체력단련기구,"조합놀이대, 그네, 흔들놀이",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00038,말우물공원,어린이공원,서울특별시 강동구 상일로21길14-7(고덕동),서울특별시 강동구 고덕2동 178,37.560012,127.169476,1619.1,체력단련기구,"조합놀이대, 그네",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00039,미리내공원,어린이공원,,서울특별시 강동구 상일동 122,37.554712,127.167908,4286.2,"운동장, 농구장",,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00040,동자공원,어린이공원,,서울특별시 강동구 상일동 132,37.552388,127.167009,1520.8,체력단련기구,,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00041,게내공원,어린이공원,서울특별시 강동구 상일로5길26(상일동),서울특별시 강동구 상일동 278,37.549262,127.171472,1500.0,체력단련기구,모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00042,까치공원,어린이공원,,서울특별시 강동구 상일동 177,37.547741,127.161966,1965.8,"농구장, 체력단련기구","조합놀이대, 그네",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00043,하늬공원,어린이공원,,서울특별시 강동구 상일동 175,37.546126,127.159677,2233.2,,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00044,파랑새공원,어린이공원,,서울특별시 강동구 명일2동 258,37.547964,127.150864,2017.3,체력단련기구,"조합놀이대, 흔들놀이",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00045,은하수공원,어린이공원,서울특별시 강동구 양재대로145길8(명일동),서울특별시 강동구 명일2동 55,37.552017,127.1435031,2018.0,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00046,진달래공원,어린이공원,서울특별시 강동구 양재대로147길5(명일동),서울특별시 강동구 명일2동 43,37.5521507,127.1436747,2024.0,체력단련기구,"조합놀이대, 그네, 시소, 흔들놀이",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11305-00030,오 현,어린이공원,,서울특별시 강북구 번3동 244,37.623976,127.046488,3661.0,,조합놀이대 그네 시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00031,색 동,어린이공원,,서울특별시 강북구 수유1동 49-7,37.633443,,2341.2,,조합놀이대 그네 흔들놀이,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00032,흰구름,어린이공원,,서울특별시 강북구 수유2동 252-19,37.645866,127.020635,1064.0,,조합놀이대 그네 시소,화장실,,,1965-07-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00033,희 망,어린이공원,,서울특별시 강북구 수유3동 194-41,37.640764,127.024431,976.9,,조합놀이대 그네,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00034,은모루,어린이공원,,서울특별시 강북구 수유3동 172-209,37.642612,127.026714,918.0,,조합놀이대 그네 시소,화장실,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00035,소 귀,어린이공원,,서울특별시 강북구 수유3동 25-1,37.638742,127.018697,961.0,,조합놀이대 그네 시소,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00036,상산,어린이공원,,서울특별시 강북구 수유3동 224-4,37.638514,127.023986,972.9,,조합놀이대 그네 시소,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00037,흰구름,소공원,,서울특별시 강북구 수유2동 252-16,37.645951,127.020465,214.0,,없음,,,,1990-06-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00038,보등골,어린이공원,,서울특별시 강북구 인수동 605-209,37.635202,127.018417,869.0,,조합놀이대 그네 시소,,,,1999-02-19,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00039,수유일공원,어린이공원,,서울특별시 강북구 수유1동 605-389,37.630852,127.017011,2632.0,,조합놀이대 그네 등,화장실,,,2005-09-15,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00040,새 싹,어린이공원,,서울특별시 강북구 수유3동 134-40,37.636307,,651.0,,조합놀이대 시소,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00041,푸 른,어린이공원,,서울특별시 강북구 인수동 516-44,37.638686,127.008423,992.0,,조합놀이대 그네,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00042,무너미,어린이공원,서울특별시 강북구 수유동 281-2,서울특별시 강북구 수유동 281-2,37.6460666,127.0127415,380.0,,조합놀이대 시소,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00043,빨래골,어린이공원,,서울특별시 강북구 수유1동 475-115,37.629534,127.014863,476.0,,조합놀이대 시소 흔들놀이,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00044,장미원,어린이공원,,서울특별시 강북구 수유2동 276-10,37.646688,127.015689,340.0,,조합놀이대,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00045,솔밭근린공원,근린공원,,서울특별시 강북구 우이동 80,37.65301305,127.012249,34955.0,배드민턴장,조합놀이대 그네 흔들놀이,화장실,야외무대 장기바둑쉼터 놀이마당,바닥분수,1996-10-18,서울특별시 강북구청,02-901-6953,2021-08-24
11305-00001,벽오산,어린이공원,서울특별시 강북구 미아동 258-56,서울특별시 강북구 미아동 258-56,37.62758933,127.0302701,1250.0,,조합놀이대 시소,,,,1968-04-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00002,미아도심소,어린이공원,서울특별시 강북구 미아동 258-148,서울특별시 강북구 미아동 258-148,37.62536211,127.031259,1127.0,,조합놀이대,,,,1968-04-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00003,오 패,어린이공원,서울특별시 강북구 미아동 258-236,서울특별시 강북구 미아동 258-236,37.62231672,127.032307,1084.0,,조합놀이대 시소 그네,,,,1968-04-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00004,한 빛,어린이공원,서울특별시 강북구 미아동 222-20,서울특별시 강북구 미아동 222-20,37.62768452,127.022893,1192.1,,조합놀이대 그네,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00005,운 산,어린이공원,서울특별시 강북구 미아동 165-3,서울특별시 강북구 미아동 165-3,37.63209072,127.025573,995.1,,조합놀이대 그네 흔들놀이,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00006,솔 샘,어린이공원,,서울특별시 강북구 송천동 329-15,37.618286,127.027053,1264.1,,조합놀이대 그네 흔들놀이,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00007,으 뜸,어린이공원,서울특별시 강북구 미아동 309-43,서울특별시 강북구 미아동 309-43,37.62361033,127.0262405,681.0,,조합놀이대 시소 흔들놀이,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00008,세 일,어린이공원,서울특별시 강북구 미아동 159-71,서울특별시 강북구 미아동 159-71,37.63387737,127.0252619,839.7,,조합놀이대 그네 시소,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00009,북한산 도시자연공원,기타,서울특별시 강북구 미아동 산108-19,서울특별시 강북구 미아동 산108-19,,,128341.0,배드민턴장 게이트볼장 족구장,그네 회전놀이 조합놀이대,화장실,,유아숲체험원,1971-08-07,서울특별시 강북구청,02-901-6927,2021-08-24
11305-00011,응달마을,어린이공원,,서울특별시 강북구 송천동 707-73,37.618383,127.024271,866.0,,조합놀이대 그네 시소,화장실,,,1977-02-04,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00012,하 늘,어린이공원,,서울특별시 강북구 삼양동 791-1776,,127.012902,3367.0,,조합놀이대 그네 흔들놀이 시소,,,,2000-02-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00013,송 월,어린이공원,,서울특별시 강북구 송중동 92-7,,127.032131,807.0,,조합놀이대 시소 그네,,,,2002-05-27,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00014,소망,소공원,,서울특별시 강북구 삼양동 791-1467,37.626008,,320.0,,조합놀이대,,,,2001-05-15,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00015,미래,소공원,,서울특별시 강북구 삼양동 791-1712,37.624872,127.014615,564.0,,조합놀이대,,,,2001-05-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00016,늘푸른,소공원,,서울특별시 강북구 삼양동 797-9,,127.020225,646.0,,조합놀이대 흔들놀이,,,,2003-06-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00017,폭포,소공원,,서울특별시 강북구 삼각산동 813-6,37.614482,127.020702,1238.0,,없음,,,,2005-11-10,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00018,꼭지,소공원,,서울특별시 강북구 삼각산동 811-7,37.617126,127.017436,746.0,,없음,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00019,테두리,어린이공원,,서울특별시 강북구 삼각산동 811-8,37.618199,127.017141,1913.0,,조합놀이대 그네 시소,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00020,고갯마루,어린이공원,,서울특별시 강북구 삼각산동 811-13,37.617067,127.017399,2185.8,,조합놀이대 시소,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00021,미 아,어린이공원,,서울특별시 강북구 송중동 8-73,37.615502,127.037587,992.0,,조합놀이대 그네,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00022,강북6구역,소공원,,서울특별시 강북구 송중동 71-1,37.613866,127.030491,424.4,,없음,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00023,번 남,어린이공원,,서울특별시 강북구 번1동 447-1,37.636018,127.024953,1014.9,,조합놀이대 시소 흔들놀이,화장실,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00024,논 골,어린이공원,,서울특별시 강북구 번1동 417-27,37.638634,127.027973,991.7,,조합놀이대 시소,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00025,샛 강,어린이공원,,서울특별시 강북구 번1동 472-44,37.639482,127.033005,858.2,,조합놀이대 흔들놀이,화장실,,,1971-08-06,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00026,오동근린공원,근린공원,서울특별시 강북구 번동 산20-1,서울특별시 강북구 번동 산20-1,37.62923217,127.0330423,1346557.0,"실내배드민턴장, 구민운동장, 다목적체육관, 골프연습장",조합놀이대 그네 흔들놀이,화장실 약수터 주차장,도서관,유아숲체험장,1982-09-20,서울특별시 강북구청,02-901-6929,2021-08-24
11305-00010,청 암,어린이공원,,서울특별시 강북구 삼양동 776-17,37.624364,127.017047,661.0,,조합놀이대 그네 흔들놀이,,,,1972-04-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00027,오얏골,어린이공원,,서울특별시 강북구 번2동 228,37.633912,127.034511,5070.7,,조합놀이대 시소 그네 흔들놀이,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00028,벌 리,어린이공원,,서울특별시 강북구 번3동 240,37.627774,127.044421,4083.5,,조합놀이대 그네 시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00029,벌 말,어린이공원,,서울특별시 강북구 번2동 235,37.629802,127.039829,4641.3,,조합놀이대 그네 시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
11410-00001,창천문화공원,문화공원,,서울특별시 서대문구 창천동 57-18,37.5568595,126.935161,2326.9,,,화장실 1개소,,,1938-11-08,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00002,궁동근린공원,근린공원,,서울특별시 서대문구 연희동 산118-1,37.5687539,126.9195783,126026.0,"체육관(실내 배드민턴장) 1개동, 배드민턴장 2개소, 체력단련시설 23기","조합놀이대 1기, 기타 4기",화장실 1개소,,,1940-03-12,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00003,명수어린이공원,어린이공원,,서울특별시 서대문구 북아현동 210-24,37.560086,126.950691,2269.0,체력단련시설 8기,"조합놀이대 1기, 그네 1기, 미끄럼틀 1기, 시소 1기, 기타 1기",,,,1940-03-12,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00004,대현문화공원,문화공원,,서울특별시 서대문구 대현동 146,37.557667,126.945455,3063.9,,,시계탑 1기,야외음악당 1개소,,1940-03-12,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00005,문화촌어린이공원,어린이공원,,서울특별시 서대문구 홍제동 277-82,37.595074,126.947351,1500.0,,"조합놀이대 1기, 그네 1기, 시소 1기, 기타 2기",,,,1965-02-03,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00006,불천어린이공원,어린이공원,,서울특별시 서대문구 홍제동 287-121,37.59743951,126.948142,2006.0,체력단련시설 4기,"조합놀이대 1기, 그네 1기, 시소 1기",,,,1965-02-03,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00007,은가어린이공원,어린이공원,,서울특별시 서대문구 북가좌동 3-39,37.582687,126.919472,1312.0,체력단련시설 4기,"시소 1기, 기타 4기",,,,1965-07-08,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00008,백련근린공원,근린공원,,서울특별시 서대문구 홍은동 산11-313,37.5906206,126.9333684,993724.0,"운동장 1개소, 배드민턴장 3개소, 골프연습장 1개소, 체력단련시설 81기",조합놀이대 2기,"주차장 2개소(80대), 화장실 1개소, 발효식화장실 4기",문화회관 1개소,,1966-02-05,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00009,동구물어린이공원,어린이공원,,서울특별시 서대문구 연희동 109-2,37.571323,126.928045,275.0,,"그네1기, 시소 1기, 기타 1기",,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00010,궁뜰어린이공원,어린이공원,,서울특별시 서대문구 연희동 123-5,37.568975,126.930386,983.8,체력단련시설 3기,"조합놀이대 1기, 그네 1기, 모래밭 1기, 사닥다리 1기",,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00011,궁말어린이공원,어린이공원,,서울특별시 서대문구 연희동 86-3,37.571041,126.933593,886.9,체력단련시설 3기,"조합놀이대 1기, 그네 1기",,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00012,대궐재어린이공원,어린이공원,,서울특별시 서대문구 연희동 73-8,37.574059,126.937078,971.9,체력단련시설 4기,"조합놀이대 1기, 그네 1기, 모래밭 1기, 시소 1기, 기타 1기",,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00013,연희어린이공원,어린이공원,,서울특별시 서대문구 연희동 446-182,37.567723,126.921481,661.0,체력단련시설 3기,"그네1기, 시소 1기, 기타 2기",,,,1968-05-28,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00014,신가어린이공원,어린이공원,,서울특별시 서대문구 북가좌동 318-1,37.580122,126.9083536,993.4,체력단련시설 2기,"조합놀이대 1기, 정글짐 1기",,,,1968-11-15,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00015,해담는어린이공원,어린이공원,,서울특별시 서대문구 북가좌동 325-20,37.58239064,126.9104505,793.0,,"조합놀이대 1기, 그네 1기, 모래밭 1기, 기타 3기",음수대 1개소,,,1968-11-15,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00016,다람쥐어린이공원,어린이공원,,서울특별시 서대문구 연희동 151-49,37.576037,126.934403,595.0,체력단련시설 4기,"조합놀이대 1기, 그네 1기, 기타 3기",,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00017,모랫재어린이공원,어린이공원,,서울특별시 서대문구 홍제동 156-363,37.582955,126.944622,529.0,,"조합놀이대 1기, 시소 1기, 기타 2기",,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00018,상암곡어린이공원,어린이공원,,서울특별시 서대문구 홍제동 322-72,37.582828,126.942227,294.0,,"조합놀이대 1기, 그네 1기",,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00019,홍남어린이공원,어린이공원,,서울특별시 서대문구 홍은동 405-3,37.57799976,126.9291972,970.9,,"조합놀이대 1기, 그네 1기, 기타 3기",,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00020,홍연어린이공원,어린이공원,,서울특별시 서대문구 홍은동 408-4,37.580074,126.926801,965.1,체력단련시설 3기,"조합놀이대 1기, 그네 1기, 모래밭 1기, 시소 1기, 기타 3기",음수대 1개소,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00021,백련어린이공원,어린이공원,,서울특별시 서대문구 홍은동 421-1,37.582234,126.9240153,985.8,체력단련시설 2기,"조합놀이대 1기, 그네 1기",,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00022,남이마을어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 368,37.579028,126.919623,1397.6,,,,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00023,연남어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 326-8,37.578165,126.925305,991.7,체력단련시설 2기,"조합놀이대 1기, 그네 1기, 미끄럼틀 1기, 기타 3기",,,,1973-11-24,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00024,실락어린이공원,어린이공원,,서울특별시 서대문구 홍은동 455-4,37.594473,126.943334,17452.0,"배드민턴장 1개소, 체력단련시설 8기",,,,,1973-12-01,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00025,바람산어린이공원,어린이공원,,서울특별시 서대문구 창천동 4-54,37.558263,126.940192,627.1,,"조합놀이대 1기, 그네1기, 모래밭 1기, 시소 1기, 기타 4기",,,,1974-04-23,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00026,독립근린공원,근린공원,,서울특별시 서대문구 현저동 101,37.57460779,126.9556111,113021.7,"농구장 1개소, 배드민턴장 1개소, 체력단련시설 30기","미끄럼틀 1기, 기타 3기","주차장 1개소(65대), 매점 2개소, 화장실 3개소, 음수대 4기","독립관 1동, 3.1운동기념탑 1기, 순국선열추념탑 1기, 독립문 1기, 서재필동상 1기, 독립문이전비 1기, 정보도서관 1동",,1989-05-10,서울특별시 서대문구청,02-330-8646,2021-08-01
11410-00027,가좌어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 376-4,37.57586791,126.9205476,1665.0,체력단련시설 3기,조합놀이대 1기,,,,1993-05-07,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00028,개나리어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 377-3,37.57778288,126.9177748,1653.0,체력단련시설 3기,"조합놀이대 2기, 그네 1기, 모래밭 1기, 시소 1기, 기타 2기",음수대 1개소,,,1994-09-10,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00029,창천근린공원,근린공원,,서울특별시 서대문구 창천동 4-55,37.557916,126.940528,6322.0,"배드민턴장 1개소, 체력단련시설 5기",,발효식화장실 2기,,,1997-01-15,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00030,홍제근린공원,근린공원,,서울특별시 서대문구 홍제동 454-2,37.594742,126.952997,9888.0,"배드민턴장 1개소, 체력단련시설 11기","조합놀이대 1기, 시소 1기, 기타 3기",,,,1998-12-01,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00031,기차길옆소공원,소공원,,서울특별시 서대문구 합동 118-1,37.561914,126.965897,381.3,,,,,,2000-06-04,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00032,독립문어린이공원,어린이공원,,서울특별시 서대문구 영천동 263,37.571549,126.960378,2600.0,체력단련시설 4기,,화장실 1개소,,,2001-11-06,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00033,연서어린이공원,어린이공원,,서울특별시 서대문구 연희동 519-7,37.572082,126.923258,1582.0,체력단련시설 3기,"조합놀이대 1기, 그네 2기, 모래밭 1기, 시소 1기, 기타 3기",,,,2002-06-22,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00034,북가좌정원지구어린이공원,어린이공원,,서울특별시 서대문구 북가좌동 459-1,37.579749,126.916819,1869.0,체력단련시설 6기,"그네1기, 기타 2기",,,,2004-07-05,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00035,홍은동어린이공원,어린이공원,,서울특별시 서대문구 홍은동 8-158,37.601593,126.950296,1552.0,체력단련시설 2기,"조합놀이대 1기, 그네 1기, 기타 2기",,,,2005-05-19,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00036,아름다운소공원,소공원,,서울특별시 서대문구 홍제동 469-1,37.58479825,126.9473735,441.5,,,,,,2006-05-04,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00037,중앙근린공원,근린공원,,서울특별시 서대문구 북가좌동 480,37.575022,126.913255,15466.0,"다목적운동장 1개소, 배드민턴장 1개소, 체력단련시설 8기",,"화장실 1개소, 음수대 1개소",,,2007-03-22,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00038,솟대어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 379-3,37.572759,126.912994,1474.5,체력단련시설 4기,"조합놀이대 1기, 시페이스네트 1기, 흔들놀이 6기",,,,2007-03-22,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00039,나비울어린이공원,어린이공원,,서울특별시 서대문구 북가좌동 475,37.574799,126.909632,6757.0,농구장 1개소,"조합놀이대 1기, 그네 1기, 흔들놀이 2기",음수대 1개소,,,2007-03-22,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00040,홍은3소공원,소공원,,서울특별시 서대문구 홍은동 산1-549,37.599599,126.943412,747.0,,,,,,2007-12-06,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00041,거꾸로어린이공원,어린이공원,,서울특별시 서대문구 북가좌동 338-21,37.585332,126.913284,1125.3,체력단련시설 5기,기타 6기,음수대 1개소,,,2010-05-13,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00042,문화소공원,소공원,,서울특별시 서대문구 홍제동 280-2,37.594545,126.948792,1456.0,배드민턴장 1개소,,,,,2010-05-13,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00043,한울소공원,소공원,,서울특별시 서대문구 남가좌동 382-5,37.57089843,126.9165627,1006.0,,,,,,2007-04-12,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00044,무궁화소공원,소공원,,서울특별시 서대문구 홍제동 451-1,37.58489844,126.9401841,672.0,체력단련시설 4기,,,,,2008-07-31,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00045,하늘소공원,소공원,,서울특별시 서대문구 홍은동 445-3,37.59385753,126.942133,1375.0,체력단련시설 4기,,,,,2007-06-07,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00046,모래내어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 383-2,37.57202956,126.913955,1766.3,,"조합놀이대 1기, 기타 5기",음수대 1개소,,,2007-04-12,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00047,가재울어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 385-2,37.57331723,126.9192627,9508.0,"배드민턴장 1개소, 체력단련시설 3기","조합놀이대 1기, 기타 3기",음수대 2개소,,,2007-04-12,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00048,북아현어린이공원,어린이공원,,서울특별시 서대문구 북아현동 216-59,37.55849107,126.9517607,2357.2,체력단련시설 2기,"미끄럼틀 1기, 기타 3기",음수대 1개소,,,2008-02-05,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00049,한성어린이공원,어린이공원,,서울특별시 서대문구 북아현동 147-48,37.55900376,126.955252,2240.8,,"그네 1기, 모래밭 1기, 조합놀이대 1기, 기타 3기",음수대 1개소,,,2008-02-05,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00050,너른바위어린이공원,어린이공원,,서울특별시 서대문구 북아현동 216-37,37.55832008,126.9522503,2592.2,체력단련시설 4기,"그네 1기, 미끄럼틀 1기, 시소 1기, 조합놀이대 1기, 기타 2기",음수대 1개소,,,2008-02-05,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00051,복주산근린공원,근린공원,,서울특별시 서대문구 북아현동176-25,37.56181347,126.9551252,11430.0,체력단련시설 6기,,,,,2008-02-05,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00052,아현역소공원,소공원,,서울특별시 서대문구 북아현동136-3,37.55768632,126.9559516,563.0,,,,,,2008-02-05,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00053,남가좌동소공원,소공원,,서울특별시 남가좌동 388-7,37.58077778,126.9197414,402.0,,,파고라 1조,,,,서울특별시 서대문구청,,2021-08-01
11410-00054,남가좌동어린이공원,어린이공원,,서울특별시 서대문구 남가좌동 224-114,37.57760952,126.9178882,4144.0,배드민턴장,조합놀이대 3기 등,파고라 1조,,,,서울특별시 서대문구청,02-330-1714,2021-08-01
11410-00055,연희푸르지오어린이공원,어린이공원,,서울특별시 서대문구 연희동 717-50,37.57668706,126.9300362,2053.0,체력단련시설 4기,조합놀이대 1기 등,파고라 1조,,,,서울특별시 서대문구청,02-330-1714,2021-08-01
1,우면산,도시자연공원구역,,방배동 산 92-1 일대,37.47,127.0,"4,117,139.80",,,,,,,서울특별시 서초구청,02-2155-6882,2021-01-25
2,청계산,도시자연공원구역,,원지동 산 4-13일대,37.43,127.04,"3,672,832.20",,,,,,,서울특별시 서초구청,02-2155-6870,2021-01-25
3,인능산,도시자연공원구역,,신원동 산 39-1일대,37.44,127.06,"2,523,493.60",,,,,,,서울특별시 서초구청,02-2155-6869,2021-01-25
4,대모산,도시자연공원구역,,개포동 산 53-22일대,37.47,127.06,"2,201,257.70",,,,,,,서울특별시 서초구청,02-2155-6873,2021-01-25
5,서리풀,도시자연공원구역,,방배동 산24-3일대,37.48,126.99,"82,582.70",,,,,,,서울특별시 서초구청,02-2155-6883,2021-01-25
