장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
1,시립한남노인복지회관,서울특별시,용산구,30200,서울특별시 용산구 독서당로11길 16,서울특별시 용산구 한남동 108,37.5313392223,127.0064985848,30,용산구청,02-2199-7755,용산경찰서,N,,20~23,2020-02-18
1,송학당경로당,서울특별시,용산구,30200,서울특별시 용산구 효창원로37라길 11,서울특별시 용산구 용문동 38-206,37.5378804609,126.9581537869,30,용산구청,02-2199-7755,용산경찰서,N,,4,2020-02-18
1,구립한남노인요양원,서울특별시,용산구,30200,서울특별시 용산구 독서당로 103,서울특별시 용산구 한남동 820,37.5356024462,127.0107757738,30,용산구청,02-2199-7755,용산경찰서,N,,6~7,2020-02-18
1,효창공원,서울특별시,용산구,30200,서울특별시 용산구 임정로 177-18,서울특별시 용산구 임정로 177-18,37.5447234,126.9437086,30,용산구청,02-2199-7755,용산경찰서,N,,13~14,2020-02-18
1,원효로경로당,서울특별시,용산구,30200,서울특별시 용산구 원효로41가길 14-19,서울특별시 용산구 원효로3가 1-139,37.5349029773,126.9565533557,30,용산구청,02-2199-7755,용산경찰서,N,,5~11,2020-02-18
1,갈현노인복지관,서울특별시,은평구,11380,서울특별시 은평구 통일로89길 12-6,,37.624874,126.9186635,30,은평구청,02-351-7772,은평경찰서,Y,2.0,6,2021-06-01
1,응암노인복지관,서울특별시,은평구,11380,서울특별시 은평구 응암로21가길 5-1,,37.594546,126.916757,30,은평구청,02-351-7772,서부경찰서,Y,2.0,10,2021-06-01
1,시립은평노인복지관,서울특별시,은평구,11380,서울특별시 은평구 연서로 415,,37.632026,126.93014,50,은평구청,02-351-7772,은평경찰서,Y,1.0,30,2021-06-01
1,불광노인복지관,서울특별시,은평구,11380,서울특별시 은평구 연서로32길 17-11,,37.6194356,126.924885,30,은평구청,02-351-7772,은평경찰서,Y,1.0,8,2021-06-01
1,신사노인복지관,서울특별시,은평구,11380,서울특별시 은평구 증산로15길 47,,37.5903102,126.9084837,30,은평구청,02-351-7772,서부경찰서,Y,1.0,12,2021-06-01
1,역촌노인복지관,서울특별시,은평구,11380,서울특별시 은평구 연서로3나길 11-30,,37.603304,126.911341,30,은평구청,02-351-7772,서부경찰서,Y,2.0,7,2021-06-01
1,구산거북경로당,서울특별시,은평구,11380,서울특별시 은평구 연서로13길 29-7,,37.6098005,126.912743,30,은평구청,02-351-7772,은평경찰서,Y,1.0,6,2021-06-01
1,대조노인복지관,서울특별시,은평구,11380,서울특별시 은평구 역말로9길 27,,37.613421,126.921921,30,은평구청,02-351-7772,은평경찰서,Y,2.0,8,2021-06-01
1,구산경로당,서울특별시,은평구,11380,서울특별시 은평구 서오릉로21길 11-8,,37.6147623,126.907901,30,은평구청,02-351-7772,은평경찰서,Y,1.0,8,2021-06-01
1,여기소경로당,서울특별시,은평구,11380,서울특별시 은평구 의상봉길 8,,37.65332,126.93954,30,은평구청,02-351-7772,은평경찰서,Y,1.0,6,2021-06-01
1,구립종로노인종합복지관,서울특별시,종로구,16500,서울특별시 종로구 율곡로19길 17-8,서울특별시 종로구 이화동 25-1,37.576639,127.006031,30,서울시 종로구,02-2148-3275,서울혜화경찰서,Y,2.0,8~12,2020-06-30
1,서울노인복지센터,서울특별시,종로구,13400,서울특별시 종로구 삼일대로467,서울특별시 종로구 경운동 90-3,37.575911,126.9858539774,50,서울시 종로구,02-2148-3275,서울종로경찰서,Y,5.0,40,2020-06-30
1,종로노인종합복지관 무악센터,서울특별시,종로구,18700,서울특별시 종로구 통일로16길8-3,서울특별시 종로구 무악동 60-2,37.5763239335,126.957367018,30,서울시 종로구,02-2148-3275,서울종로경찰서,Y,2.0,5~6,2020-06-30
1,락희거리,서울특별시,종로구,13700,서울특별시 종로구 종로17길 40,서울특별시 종로구 낙원동 221,37.572046,126.9883315016,30,서울시 종로구,02-2148-3275,서울종로경찰서,Y,1.0,10~12,2020-06-30
1,종모광장공원 동측,서울특별시,종로구,15700,서울특별시 종로구 동순라길 8,서울특별시 종로구 인의동167,37.5712067256,126.9966493628,30,서울시 종로구,02-2148-3275,서울혜화경찰서,N,,12~16,2020-06-30
1,운니경로당,서울특별시,종로구,13200,서울특별시 종로구 삼일대로32길 51,서울특별시 종로구 운니동60,37.575606,126.989815,30,서울시 종로구,02-2148-3275,서울종로경찰서,Y,5.0,8,2020-06-30
1,중랑노인전문요양원,서울특별시,중랑구,11260,서울특별시 중랑구 양원역로 38,서울특별시 중랑구 망우동 227,37.60439347,127.1076802,30,서울특별시 중랑구청,02-2094-2585,중랑경찰서,Y,3.0,,2020-11-19
1,중랑노인종합복지관,서울특별시,중랑구,11260,서울특별시 중랑구 겸재로9길 45,서울특별시 중랑구 면목동 178-8,37.588497,127.0778433,30,서울특별시 중랑구청,02-2094-2585,중랑경찰서,Y,3.0,,2020-11-19
1,신내노인종합복지관,서울특별시,중랑구,11260,서울특별시 중랑구 신내로15길 175,서울특별시 중랑구 신내동 771-1,37.614874,127.087842,30,서울특별시 중랑구청,02-2094-2585,중랑경찰서,Y,3.0,,2020-11-19
