"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","주야과정","계열명","학과명","적재일시"
"고등학교","공립","7010072","금천고등학교","Geumcheon High School","서울특별시교육청","08650","서울특별시 금천구 시흥대로38길 26","(시흥동/금천고등학교)","02-896-3181","http://Geumcheon.sen.hs.kr","02-808-3186","남여공학","일반고","N","일반계","","후기","주간","19831208","19850506","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20210602"
"고등학교","공립","7010072","금천고등학교","Geumcheon High School","서울특별시교육청","08650","서울특별시 금천구 시흥대로38길 26","(시흥동/금천고등학교)","02-896-3181","http://Geumcheon.sen.hs.kr","02-808-3186","남여공학","일반고","N","일반계","","후기","주간","19831208","19850506","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20210602"
"고등학교","공립","7010072","금천고등학교","Geumcheon High School","서울특별시교육청","08650","서울특별시 금천구 시흥대로38길 26","(시흥동/금천고등학교)","02-896-3181","http://Geumcheon.sen.hs.kr","02-808-3186","남여공학","일반고","N","일반계","","후기","주간","19831208","19850506","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20210602"
"각종학교(중)","국립","1371664","국립전통예술중학교","National Middle School of Traditional Korean Arts","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.ms.kr","02-896-2044","남여공학","","N","해당없음","","전기","주간","19600310","19600513","B10","서울특별시교육청","서울특별시","","","","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","기악과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","한국음악과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","타악과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","창작연희과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","작곡이론과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","음악연극과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","연희극과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","국악과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","무용과","20210602"
"고등학교","국립","1371663","국립전통예술고등학교","NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS","교육부","08650","서울특별시 금천구 시흥대로38길 62","(시흥동)","02-896-1094","http://kugak-am.hs.kr","02-896-1096","남여공학","특목고","N","일반계","예술계열","전기","주간","19600513","19600513","B10","서울특별시교육청","서울특별시","주간","예술계","성악과","20210602"
